Wall time,Step,Value
1599803098.1927881,0,0.7955992817878723
1599803098.1932425,0,0.7955992817878723
1599805576.8973715,1,0.6628652811050415
1599805576.8977494,1,0.6628652811050415
1599808068.0413387,2,0.6215090155601501
1599808068.0418055,2,0.6215090155601501
1599810549.7269967,3,0.6019283533096313
1599810549.7274184,3,0.6019283533096313
1599813027.23519,4,0.587880551815033
1599813027.2355795,4,0.587880551815033
1599815502.7903364,5,0.5770653486251831
1599815502.7906358,5,0.5770653486251831
1599817978.05758,6,0.5692417621612549
1599817978.058087,6,0.5692417621612549
1599820454.196381,7,0.5646825432777405
1599820454.1968846,7,0.5646825432777405
1599822922.1496823,8,0.5589545965194702
1599822922.1500628,8,0.5589545965194702
1599825400.670382,9,0.5527284145355225
1599825400.6708484,9,0.5527284145355225
1599827874.3904898,10,0.5577356219291687
1599827874.390745,10,0.5577356219291687
1599830430.5416105,11,0.5551701188087463
1599830430.5420768,11,0.5551701188087463
1599832998.2063465,12,0.5492720603942871
1599832998.206819,12,0.5492720603942871
1599835552.3063662,13,0.5485339760780334
1599835552.3067477,13,0.5485339760780334
1599838125.0500922,14,0.5428118109703064
1599838125.050544,14,0.5428118109703064
1599840817.878456,15,0.54599928855896
1599840817.878871,15,0.54599928855896
1599843448.9776525,16,0.5391560792922974
1599843448.9781418,16,0.5391560792922974
1599846096.2071342,17,0.5376054644584656
1599846096.2074237,17,0.5376054644584656
1599848724.6719136,18,0.5377696752548218
1599848724.6724136,18,0.5377696752548218
1599851278.865495,19,0.5358934998512268
1599851278.8657503,19,0.5358934998512268
1599853837.297364,20,0.5383782982826233
1599853837.2976227,20,0.5383782982826233
1599856397.985406,21,0.5305618047714233
1599856397.9858677,21,0.5305618047714233
1599858951.4395747,22,0.5345085859298706
1599858951.4399388,22,0.5345085859298706
1599861517.6480646,23,0.5316779017448425
1599861517.6484375,23,0.5316779017448425
1599864096.932937,24,0.5273058414459229
1599864096.9334354,24,0.5273058414459229
1599866661.9409719,25,0.5333619713783264
1599866661.9414551,25,0.5333619713783264
1599869209.3088284,26,0.5311666131019592
1599869209.3091092,26,0.5311666131019592
1599871771.3840487,27,0.5348004698753357
1599871771.3844287,27,0.5348004698753357
1599874321.3548188,28,0.5303077697753906
1599874321.355273,28,0.5303077697753906
1599876879.8400013,29,0.5290287733078003
1599876879.8403246,29,0.5290287733078003
1599879440.2282295,30,0.527735710144043
1599879440.2284799,30,0.527735710144043
1599882003.361622,31,0.5322376489639282
1599882003.3619874,31,0.5322376489639282
1599884575.5868824,32,0.5276235938072205
1599884575.5873191,32,0.5276235938072205
1599887149.4477036,33,0.528124988079071
1599887149.4482083,33,0.528124988079071
1599889710.6122842,34,0.5299564003944397
1599889710.6127586,34,0.5299564003944397
1599892280.599663,35,0.5259467363357544
1599892280.6000254,35,0.5259467363357544
1599894835.6892846,36,0.5299314856529236
1599894835.689735,36,0.5299314856529236
1599897392.2996855,37,0.5267428755760193
1599897392.3001385,37,0.5267428755760193
1599899942.3871646,38,0.5233889818191528
1599899942.3876238,38,0.5233889818191528
1599902500.7274652,39,0.5188634991645813
1599902500.7279253,39,0.5188634991645813
1599905053.8464286,40,0.5241771936416626
1599905053.8469465,40,0.5241771936416626
1599907617.890522,41,0.5238085985183716
1599907617.89102,41,0.5238085985183716
1599910179.7934318,42,0.5214319825172424
1599910179.7938893,42,0.5214319825172424
1599912736.6243727,43,0.5256131291389465
1599912736.6248405,43,0.5256131291389465
1599915296.0590208,44,0.5232716202735901
1599915296.059504,44,0.5232716202735901
1599917861.6054945,45,0.5204140543937683
1599917861.6058562,45,0.5204140543937683
1599920416.9619868,46,0.5264940857887268
1599920416.9624736,46,0.5264940857887268
1599922971.148612,47,0.5239715576171875
1599922971.1489384,47,0.5239715576171875
1599925528.4725814,48,0.5162420272827148
1599925528.4728336,48,0.5162420272827148
1599928079.6630738,49,0.5186057686805725
1599928079.6633265,49,0.5186057686805725
1599930693.1731405,50,0.5213314890861511
1599930693.1733956,50,0.5213314890861511
1599933308.8002446,51,0.5209201574325562
1599933308.8007338,51,0.5209201574325562
1599935932.9445417,52,0.5212818384170532
1599935932.9449573,52,0.5212818384170532
1599938505.9273977,53,0.5202750563621521
1599938505.9278061,53,0.5202750563621521
1599941058.0009475,54,0.514981746673584
1599941058.0013595,54,0.514981746673584
1599943619.9259915,55,0.5222477316856384
1599943619.9263601,55,0.5222477316856384
1599946183.1823487,56,0.5167232751846313
1599946183.1827097,56,0.5167232751846313
1599948733.4435496,57,0.5158739686012268
1599948733.444026,57,0.5158739686012268
1599951289.7407992,58,0.5176520943641663
1599951289.7412574,58,0.5176520943641663
1599953857.5222921,59,0.5138505101203918
1599953857.5225534,59,0.5138505101203918
1599956419.2258892,60,0.5177718997001648
1599956419.2263834,60,0.5177718997001648
1599958980.8181012,61,0.5182520747184753
1599958980.8184993,61,0.5182520747184753
1599961544.33465,62,0.5213032364845276
1599961544.3354287,62,0.5213032364845276
1599964099.9682844,63,0.5114278197288513
1599964099.9687376,63,0.5114278197288513
1599966663.2634256,64,0.5169483423233032
1599966663.2638836,64,0.5169483423233032
1599969207.2469754,65,0.5189310312271118
1599969207.2473743,65,0.5189310312271118
1599971766.6187494,66,0.5151403546333313
1599971766.6192372,66,0.5151403546333313
1599974321.4663973,67,0.5206697583198547
1599974321.4668562,67,0.5206697583198547
1599976876.680529,68,0.5178980231285095
1599976876.6809804,68,0.5178980231285095
1599979431.2497,69,0.5131381154060364
1599979431.2500632,69,0.5131381154060364
1599981979.269852,70,0.52145916223526
1599981979.270261,70,0.52145916223526
1599984533.4632525,71,0.518303394317627
1599984533.4637508,71,0.518303394317627
1599987096.8659828,72,0.5182243585586548
1599987096.866438,72,0.5182243585586548
1599989654.5447922,73,0.5134930610656738
1599989654.5450463,73,0.5134930610656738
1599992200.5749083,74,0.5127197504043579
1599992200.5753694,74,0.5127197504043579
1599994753.6094575,75,0.5194231271743774
1599994753.6097682,75,0.5194231271743774
1599997306.303399,76,0.5157113671302795
1599997306.3038068,76,0.5157113671302795
1599999855.6717424,77,0.5142349004745483
1599999855.671995,77,0.5142349004745483
1600002419.9507453,78,0.5179862976074219
1600002419.9511006,78,0.5179862976074219
1600004974.760606,79,0.5132638216018677
1600004974.7610695,79,0.5132638216018677
1600007529.4493241,80,0.51392662525177
1600007529.4496953,80,0.51392662525177
1600010079.5181134,81,0.5115367770195007
1600010079.5185986,81,0.5115367770195007
1600012645.8906744,82,0.5143957734107971
1600012645.8910377,82,0.5143957734107971
1600015205.4911177,83,0.5150957107543945
1600015205.4915783,83,0.5150957107543945
1600017804.7564113,84,0.5134689807891846
1600017804.7567778,84,0.5134689807891846
1600020432.3207815,85,0.5118741989135742
1600020432.3212268,85,0.5118741989135742
1600023047.6084197,86,0.5122168064117432
1600023047.6088295,86,0.5122168064117432
1600025633.1959035,87,0.5132558941841125
1600025633.1964004,87,0.5132558941841125
1600028197.1215684,88,0.5136964321136475
1600028197.1218274,88,0.5136964321136475
1600030752.357253,89,0.510540246963501
1600030752.3576455,89,0.510540246963501
1600033324.3512561,90,0.5157776474952698
1600033324.351674,90,0.5157776474952698
1600035874.6398792,91,0.5140655636787415
1600035874.6402626,91,0.5140655636787415
1600038439.888794,92,0.514297604560852
1600038439.889167,92,0.514297604560852
1600040996.070276,93,0.5185211896896362
1600040996.070651,93,0.5185211896896362
1600043559.7046213,94,0.5118165016174316
1600043559.7050276,94,0.5118165016174316
1600046118.7395418,95,0.5110135078430176
1600046118.7399538,95,0.5110135078430176
1600048668.5447762,96,0.5200127959251404
1600048668.5450752,96,0.5200127959251404
1600051239.770159,97,0.5155224204063416
1600051239.7704122,97,0.5155224204063416
1600053806.0984654,98,0.5133557319641113
1600053806.098921,98,0.5133557319641113
1600056365.2156265,99,0.5134435296058655
1600056365.2160418,99,0.5134435296058655
1600058929.2725446,100,0.5098793506622314
1600058929.2730114,100,0.5098793506622314
1600061482.8743567,101,0.5133079886436462
