Wall time,Step,Value
1599803098.1928904,0,4.557793140411377
1599805576.8974676,1,3.02813458442688
1599808068.0414538,2,2.7849109172821045
1599810549.7271004,3,2.706094741821289
1599813027.2353,4,2.63547682762146
1599815502.7904274,5,2.5900840759277344
1599817978.0576997,6,2.547973871231079
1599820454.1964993,7,2.5489132404327393
1599822922.1497831,8,2.455268383026123
1599825400.670491,9,2.4355034828186035
1599827874.3905582,10,2.4259302616119385
1599830430.5417151,11,2.3971238136291504
1599832998.2064607,12,2.3862528800964355
1599835552.3064668,13,2.355874538421631
1599838125.0501935,14,2.3478567600250244
1599840817.8785372,15,2.3713369369506836
1599843448.9777641,16,2.361849546432495
1599846096.2072232,17,2.334184408187866
1599848724.6720228,18,2.3235321044921875
1599851278.8655627,19,2.3266501426696777
1599853837.2974372,20,2.3348093032836914
1599856397.9855134,21,2.338611364364624
1599858951.4396644,22,2.318246364593506
1599861517.6481588,23,2.322660446166992
1599864096.9330575,24,2.2999961376190186
1599866661.9410777,25,2.3246195316314697
1599869209.3088965,26,2.2864272594451904
1599871771.3841343,27,2.303727626800537
1599874321.3549218,28,2.3038620948791504
1599876879.8401031,29,2.274048089981079
1599879440.2282999,30,2.3047890663146973
1599882003.3617098,31,2.29356050491333
1599884575.586983,32,2.2685601711273193
1599887149.447811,33,2.3004491329193115
1599889710.6124067,34,2.2809643745422363
1599892280.599749,35,2.2738513946533203
1599894835.689383,36,2.2752342224121094
1599897392.2997885,37,2.2736637592315674
1599899942.387274,38,2.2344086170196533
1599902500.7275732,39,2.241201639175415
1599905053.8465385,40,2.2839231491088867
1599907617.8906322,41,2.272369623184204
1599910179.7935338,42,2.2319235801696777
1599912736.6244764,43,2.246201753616333
1599915296.0591269,44,2.245986223220825
1599917861.6055794,45,2.2313146591186523
1599920416.9620967,46,2.2828869819641113
1599922971.1487114,47,2.251675844192505
1599925528.472648,48,2.2089571952819824
1599928079.6631417,49,2.2358133792877197
1599930693.1732092,50,2.248450994491577
