Wall time,Step,Value
1599803098.1929462,0,9.060152053833008
1599805576.897513,1,6.04011869430542
1599808068.0415096,2,5.552163600921631
1599810549.7271516,3,5.38710880279541
1599813027.2353456,4,5.17327880859375
1599815502.7904599,5,5.001431941986084
1599817978.0577595,6,4.89885950088501
1599820454.196561,7,4.886593818664551
1599822922.149829,8,4.706029891967773
1599825400.6705468,9,4.663013458251953
1599827874.390587,10,4.642810821533203
1599830430.5417714,11,4.579090595245361
1599832998.2065177,12,4.556911945343018
1599835552.3065214,13,4.492298126220703
1599838125.0502489,14,4.472684860229492
1599840817.8785937,15,4.51998233795166
1599843448.9778237,16,4.499629497528076
1599846096.2072558,17,4.440220832824707
1599848724.6720786,18,4.4202141761779785
1599851278.8655922,19,4.420386791229248
1599853837.2974677,20,4.439450263977051
1599856397.9855688,21,4.446678638458252
1599858951.439708,22,4.407810211181641
1599861517.648204,23,4.41326904296875
1599864096.9331162,24,4.367855072021484
1599866661.941137,25,4.417604923248291
1599869209.3089256,26,4.339987277984619
1599871771.384194,27,4.376381874084473
1599874321.3549771,28,4.371949195861816
1599876879.840142,29,4.314934730529785
1599879440.2283282,30,4.378086090087891
1599882003.3617537,31,4.3523945808410645
1599884575.5870352,32,4.303140640258789
1599887149.4478703,33,4.361220359802246
1599889710.612464,34,4.322934627532959
1599892280.5997922,35,4.307406902313232
1599894835.6894388,36,4.311295032501221
1599897392.2998428,37,4.310221195220947
1599899942.387329,38,4.231614589691162
1599902500.7276287,39,4.23874568939209
1599905053.8465993,40,4.325480937957764
1599907617.8906922,41,4.3038811683654785
1599910179.7935886,42,4.222475528717041
1599912736.6245337,43,4.2480597496032715
1599915296.0591857,44,4.248284816741943
1599917861.6056225,45,4.224518299102783
1599920416.9621556,46,4.324984550476074
1599922971.1487477,47,4.260707855224609
1599925528.4726775,48,4.176572322845459
1599928079.6631706,49,4.227395057678223
1599930693.173238,50,4.245944499969482
1599933308.800412,51,4.256349086761475
1599935932.944698,52,4.260137557983398
1599938505.9275455,53,4.235426902770996
1599941058.0010996,54,4.20175838470459
1599943619.9261234,55,4.225897789001465
1599946183.1824775,56,4.2199320793151855
1599948733.4437249,57,4.250894069671631
1599951289.740959,58,4.209827423095703
1599953857.5223963,59,4.18831205368042
1599956419.2260616,60,4.193544864654541
1599958980.8182402,61,4.2486891746521
1599961544.3347473,62,4.214504241943359
1599964099.9684412,63,4.166215896606445
1599966663.2635882,64,4.21146821975708
1599969207.247127,65,4.224541664123535
1599971766.6189358,66,4.188615322113037
1599974321.4665585,67,4.241988658905029
1599976876.6806853,68,4.220877170562744
1599979431.2498307,69,4.143585205078125
1599981979.2699955,70,4.225390434265137
1599984533.463428,71,4.236893177032471
1599987096.8661454,72,4.201472759246826
1599989654.5448909,73,4.202818870544434
1599992200.5750692,74,4.125417232513428
1599994753.6096058,75,4.201613426208496
1599997306.3035448,76,4.209944725036621
